1380,39.6,1136.88,16.8,210,2.64
1395.6,38.04,1135.2,19.2,384,2.28
1406.4,38.28,1134,19.2,391.2,3.48
1414.8,38.4,1133.16,19.2,392.4,4.08
1420.8,38.64,1132.56,19.2,392.4,4.32
1425.6,38.88,1132.08,18,392.4,4.56
1430.4,39,1131.6,18,393.6,4.8
1435.2,39.24,1131,18,393.6,5.16
1440,39.48,1130.52,16.8,393.6,5.52
1446,39.6,1129.92,16.8,393.6,5.76
1450.8,39.6,1129.44,16.8,394.8,6.12
1456.8,39.72,1128.84,16.8,394.8,6.48
1462.8,39.84,1128.12,16.8,394.8,6.72
1468.8,39.96,1127.52,15.6,394.8,7.08
1474.8,40.08,1126.92,15.6,394.8,7.32
1479.6,40.2,1126.32,15.6,394.8,7.56
1485.6,40.32,1125.84,15.6,396,7.92
1491.6,40.44,1125.24,15.6,396,8.16
1497.6,40.56,1124.52,14.4,396,8.4
1503.6,40.68,1123.92,14.4,396,8.52
1510.8,40.8,1123.2,14.4,396,8.76
1516.8,40.92,1122.48,14.4,396,9
1524,40.92,1121.76,14.4,396,9.12
1530,40.92,1121.04,13.2,396,9.36
1538.4,40.92,1120.32,13.2,396,9.48
1544.4,40.92,1119.6,13.2,396,9.6
1551.6,40.8,1118.88,13.2,396,9.72
1558.8,40.8,1118.16,13.2,396,9.84
1566,40.68,1117.44,13.2,396,9.96
1572,40.68,1116.84,14.4,396,10.08
1576.8,40.68,1116.36,14.4,396,10.2
1580.4,40.68,1115.88,14.4,396,10.2
1585.2,40.56,1115.52,14.4,396,10.32
1588.8,40.56,1115.04,13.2,396,10.32
1594.8,40.56,1114.44,1.2,396,10.44
1599.6,40.44,1113.96,1.2,394.8,10.44
1605.6,40.44,1113.36,1.2,394.8,10.44
1610.4,40.44,1112.76,1.2,394.8,10.56
1616.4,40.32,1112.28,1.2,394.8,10.56
1621.2,40.32,1111.68,1.2,394.8,10.56
1627.2,40.32,1111.08,1.2,394.8,10.56
1634.4,40.2,1110.36,1.2,394.8,10.56
1641.6,40.2,1109.64,1.2,394.8,10.56
1647.6,40.08,1108.92,1.2,394.8,10.56
1653.6,40.08,1108.44,1.2,394.8,10.56
1657.2,39.96,1107.96,1.2,394.8,10.56
1662,39.96,1107.48,1.2,394.8,10.56
1666.8,39.96,1107,1.2,394.8,10.56
1672.8,39.84,1106.4,1.2,394.8,10.44
1678.8,39.84,1105.8,1.2,393.6,10.44
1683.6,39.72,1105.32,1.2,393.6,10.44
1688.4,39.72,1104.72,1.2,393.6,10.44
1694.4,39.72,1104.12,1.2,393.6,10.32
1700.4,39.6,1103.52,1.2,393.6,10.32
1707.6,39.6,1102.92,1.2,393.6,10.32
1712.4,39.48,1102.32,1.2,393.6,10.2
1717.2,39.48,1101.84,1.2,393.6,10.2
1720.8,39.48,1101.48,1.2,393.6,10.2
1725.6,39.36,1101,1.2,393.6,10.08
1729.2,39.36,1100.52,1.2,393.6,10.08
1734,39.36,1100.16,1.2,393.6,10.08
1738.8,39.24,1099.68,1.2,393.6,10.08
1742.4,39.24,1099.2,1.2,393.6,9.96
1747.2,39.24,1098.72,2.4,393.6,9.96
1752,39.12,1098.36,4.8,393.6,9.96
1755.6,39.12,1097.88,7.2,393.6,9.96
1760.4,39.12,1097.4,9.6,393.6,9.96
1765.2,39,1096.92,10.8,394.8,9.96
1768.8,39,1096.56,12,394.8,9.84
1773.6,39,1096.08,12,394.8,9.84
1778.4,39,1095.6,13.2,394.8,9.84
1783.2,38.88,1095,13.2,394.8,9.84
1788,38.88,1094.52,14.4,394.8,9.84
1792.8,38.88,1094.04,14.4,394.8,9.84
1797.6,38.76,1093.56,14.4,394.8,9.84
1802.4,38.76,1093.08,14.4,394.8,9.84
1807.2,38.64,1092.6,15.6,394.8,9.84
1812,38.64,1092.24,15.6,393.6,9.84
1816.8,38.64,1091.76,15.6,393.6,9.84
1820.4,38.52,1091.28,15.6,393.6,9.72
1825.2,38.52,1090.8,15.6,393.6,9.72
1830,38.52,1090.32,15.6,393.6,9.72
1833.6,38.4,1089.96,15.6,393.6,9.72
1838.4,38.4,1089.48,15.6,393.6,9.72
1842,38.4,1089.12,15.6,393.6,9.6
1846.8,38.28,1088.64,15.6,393.6,9.6
1851.6,38.28,1088.16,15.6,393.6,9.6
1856.4,38.16,1087.68,15.6,393.6,9.48
1861.2,38.16,1087.2,16.8,392.4,9.48
1864.8,38.16,1086.84,16.8,392.4,9.48
1868.4,38.04,1086.48,16.8,392.4,9.36
1873.2,38.04,1086,16.8,392.4,9.36
1876.8,38.04,1085.64,16.8,392.4,9.36
1881.6,37.92,1085.16,16.8,392.4,9.24
1886.4,37.92,1084.56,16.8,392.4,9.24
1892.4,37.92,1084.08,16.8,392.4,9.24
1898.4,37.8,1083.48,16.8,392.4,9.24
1903.2,37.8,1083,16.8,392.4,9.12
1906.8,37.68,1082.52,16.8,392.4,9.12
1911.6,37.68,1082.16,16.8,392.4,9.12
1915.2,37.68,1081.68,16.8,392.4,9.12
1920,37.56,1081.2,16.8,392.4,9
1924.8,37.56,1080.84,16.8,392.4,9
1928.4,37.56,1080.36,16.8,392.4,9
1932,37.56,1080,16.8,392.4,9
1936.8,37.44,1079.52,16.8,392.4,9
1940.4,37.44,1079.16,16.8,392.4,9
1945.2,37.32,1078.68,16.8,392.4,8.88
1948.8,37.32,1078.32,16.8,392.4,8.88
1952.4,37.32,1077.96,16.8,392.4,8.88
1957.2,37.32,1077.6,16.8,392.4,8.88
1960.8,37.2,1077.12,16.8,392.4,8.88
1965.6,37.2,1076.64,16.8,392.4,8.88
1969.2,37.2,1076.28,16.8,392.4,8.88
1974,37.08,1075.8,16.8,392.4,8.88
1977.6,37.08,1075.44,18,392.4,8.88
1982.4,37.08,1074.96,18,392.4,8.88
1987.2,36.96,1074.48,18,392.4,8.88
1990.8,36.96,1074.12,18,392.4,8.88
1995.6,36.96,1073.64,18,391.2,8.88
2000.4,36.84,1073.16,18,391.2,8.88
2004,36.84,1072.8,18,391.2,8.88
2008.8,36.72,1072.32,18,391.2,8.88
2013.6,36.72,1071.84,18,391.2,8.88
2018.4,36.72,1071.36,18,391.2,8.76
2022,36.72,1071,18,391.2,8.76
2025.6,36.6,1070.64,18,391.2,8.76
2029.2,36.6,1070.28,18,391.2,8.76
2032.8,36.48,1069.92,18,390,8.76
2036.4,36.48,1069.56,18,390,8.76
2041.2,36.48,1069.08,18,390,8.76
2044.8,36.48,1068.72,18,390,8.76
2049.6,36.36,1068.24,18,390,8.76
2054.4,36.36,1067.76,18,390,8.64
2059.2,36.36,1067.28,18,390,8.64
2062.8,36.24,1066.92,18,390,8.64
2066.4,36.24,1066.44,18,390,8.64
2071.2,36.24,1066.08,18,390,8.64
2074.8,36.12,1065.72,18,388.8,8.64
2079.6,36.12,1065.24,18,388.8,8.52
2083.2,36.12,1064.88,18,388.8,8.52
2088,36,1064.4,18,388.8,8.52
2091.6,36,1064.04,18,390,8.52
2096.4,36,1063.56,18,390,8.52
2100,35.88,1063.2,18,390,8.52
2103.6,35.88,1062.84,18,390,8.4
2108.4,35.76,1062.36,18,390,8.4
2113.2,35.76,1061.88,18,390,8.4
2116.8,35.76,1061.52,18,390,8.4
2121.6,35.64,1061.04,18,390,8.4
2126.4,35.64,1060.56,18,391.2,8.4
2131.2,35.64,1060.08,18,391.2,8.28
2136,35.64,1059.6,18,391.2,8.28
2140.8,35.52,1059.12,18,391.2,8.28
2145.6,35.52,1058.64,18,391.2,8.28
2150.4,35.4,1058.28,18,392.4,8.28
2154,35.4,1057.8,18,392.4,8.28
2158.8,35.4,1057.32,19.2,392.4,8.28
2163.6,35.28,1056.84,19.2,393.6,8.28
2167.2,35.28,1056.48,19.2,393.6,8.28
2172,35.28,1056.12,19.2,393.6,8.28
2176.8,35.16,1055.64,19.2,393.6,8.28
2181.6,35.16,1055.16,19.2,394.8,8.4
2186.4,35.04,1054.68,19.2,394.8,8.4
2191.2,35.04,1054.2,19.2,394.8,8.4
2194.8,35.04,1053.72,19.2,394.8,8.4
2199.6,35.04,1053.36,19.2,396,8.4
2203.2,34.92,1053,19.2,396,8.4
2206.8,34.92,1052.52,18,396,8.4
2211.6,34.92,1052.16,18,396,8.4
2215.2,34.8,1051.68,19.2,396,8.4
2220,34.8,1051.32,19.2,396,8.4
2223.6,34.8,1050.96,18,397.2,8.52
2228.4,34.68,1050.48,18,397.2,8.52
2233.2,34.68,1050,18,397.2,8.52
2236.8,34.68,1049.64,18,397.2,8.52
2241.6,34.56,1049.16,18,397.2,8.52
2245.2,34.56,1048.8,19.2,397.2,8.52
2248.8,34.56,1048.44,19.2,397.2,8.52
2253.6,34.44,1048.08,19.2,397.2,8.52
